algorithm,instance,bks,best_reward,mean_reward,best_gap,mean_gap,mean_runtime,mean_iterations,dataset,protocol
on,p5.2.h,410.0,395.0,393.75,3.658536585365854,3.9634146341463414,2.1107663499997216,2192.0,Chao,time
on,p5.2.j,580.0,580.0,580.0,0.0,0.0,2.2971396749999258,2107.0,Chao,time
on,p5.2.k,670.0,670.0,670.0,0.0,0.0,3.0903074999996534,2189.25,Chao,time
on,p5.2.l,800.0,800.0,800.0,0.0,0.0,2.929866149999725,2200.75,Chao,time
on,p5.2.m,860.0,860.0,858.75,0.0,0.14534883720930233,4.043835899999976,2329.0,Chao,time
on,p5.2.n,925.0,925.0,925.0,0.0,0.0,3.859169175000261,2275.75,Chao,time
on,p5.2.o,1020.0,1020.0,1017.5,0.0,0.24509803921568626,3.678469650000352,2251.25,Chao,time
on,p5.2.p,1150.0,1150.0,1105.0,0.0,3.9130434782608696,4.276391174999844,2340.5,Chao,time
on,p5.2.q,1195.0,1195.0,1188.75,0.0,0.5230125523012552,4.061863424999956,2280.25,Chao,time
on,p5.2.r,1260.0,1260.0,1260.0,0.0,0.0,4.56683350000003,2304.25,Chao,time
on,p5.2.s,1340.0,1315.0,1310.0,1.8656716417910448,2.2388059701492535,4.3703553499995,2273.25,Chao,time
on,p5.2.t,1400.0,1400.0,1400.0,0.0,0.0,4.285110000000259,2408.25,Chao,time
on,p5.2.u,1460.0,1460.0,1460.0,0.0,0.0,4.408305899999959,2359.75,Chao,time
on,p5.2.v,1505.0,1505.0,1505.0,0.0,0.0,3.9618132999999034,2300.25,Chao,time
on,p5.2.w,1565.0,1560.0,1560.0,0.3194888178913738,0.3194888178913738,3.745397124999272,2244.75,Chao,time
on,p5.2.x,1610.0,1610.0,1610.0,0.0,0.0,3.1139113250001174,2183.75,Chao,time
on,p5.2.y,1645.0,1645.0,1645.0,0.0,0.0,2.892562275000273,2298.5,Chao,time
on,p5.2.z,1680.0,1680.0,1680.0,0.0,0.0,2.128664975000447,2045.5,Chao,time
on,p5.3.k,495.0,495.0,487.5,0.0,1.5151515151515151,2.363434050000251,2149.25,Chao,time
on,p5.3.l,595.0,595.0,592.5,0.0,0.42016806722689076,2.4379195500000606,2125.75,Chao,time
on,p5.3.n,755.0,755.0,755.0,0.0,0.0,3.12234454999998,2274.75,Chao,time
on,p5.3.o,870.0,870.0,860.0,0.0,1.1494252873563218,3.161306649999915,2216.0,Chao,time
on,p5.3.q,1070.0,1065.0,1065.0,0.4672897196261682,0.4672897196261682,3.737852524999653,2264.0,Chao,time
on,p5.3.r,1125.0,1125.0,1125.0,0.0,0.0,3.5687153750004654,2238.5,Chao,time
on,p5.3.s,1190.0,1190.0,1187.5,0.0,0.21008403361344538,4.110205000000406,2339.5,Chao,time
on,p5.3.t,1260.0,1260.0,1251.25,0.0,0.6944444444444444,4.182578750000175,2403.0,Chao,time
on,p5.3.u,1345.0,1345.0,1345.0,0.0,0.0,3.8394375250004487,2344.0,Chao,time
on,p5.3.v,1425.0,1425.0,1423.75,0.0,0.08771929824561403,3.5923279249996085,2272.25,Chao,time
on,p5.3.w,1485.0,1480.0,1473.75,0.3367003367003367,0.7575757575757576,3.384250274999431,2250.25,Chao,time
on,p5.3.x,1555.0,1555.0,1537.5,0.0,1.1254019292604502,3.0551683250005226,2192.5,Chao,time
on,p5.3.y,1595.0,1590.0,1590.0,0.31347962382445144,0.31347962382445144,2.8770478000001276,2174.75,Chao,time
on,p5.3.z,1635.0,1635.0,1625.0,0.0,0.6116207951070336,2.351617549999901,2053.0,Chao,time
on,p5.4.m,555.0,555.0,551.25,0.0,0.6756756756756757,2.536649424999723,2172.25,Chao,time
on,p5.4.o,690.0,690.0,685.0,0.0,0.7246376811594203,2.9889140499999485,2232.5,Chao,time
